date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:09:12	7105/7105	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2013:58:12%20GMT	https://alpha1-10be6.web.app/js/doctor-helper.js	C:/Users/igame/alpha1/AlphaNULL/alpha1-10be6.web.app/js/doctor-helper.js	(from https://alpha1-10be6.web.app/dashboard.html)
08:09:12	9085/9085	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2013:58:12%20GMT	https://alpha1-10be6.web.app/js/patients.js	C:/Users/igame/alpha1/AlphaNULL/alpha1-10be6.web.app/js/patients.js	(from https://alpha1-10be6.web.app/dashboard.html)
08:09:13	3078/3078	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2013:58:12%20GMT	https://alpha1-10be6.web.app/js/charts.js	C:/Users/igame/alpha1/AlphaNULL/alpha1-10be6.web.app/js/charts.js	(from https://alpha1-10be6.web.app/dashboard.html)
08:09:13	14350/14350	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2013:58:12%20GMT	https://alpha1-10be6.web.app/js/ai-chat.js	C:/Users/igame/alpha1/AlphaNULL/alpha1-10be6.web.app/js/ai-chat.js	(from https://alpha1-10be6.web.app/dashboard.html)
08:09:14	64538/64538	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2013:58:12%20GMT	https://alpha1-10be6.web.app/js/dashboard-app.js	C:/Users/igame/alpha1/AlphaNULL/alpha1-10be6.web.app/js/dashboard-app.js	(from https://alpha1-10be6.web.app/dashboard.html)
08:09:14	53227/53227	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jun%202026%2013:58:12%20GMT	https://alpha1-10be6.web.app/js/alpha-eon.js	C:/Users/igame/alpha1/AlphaNULL/alpha1-10be6.web.app/js/alpha-eon.js	(from https://alpha1-10be6.web.app/dashboard.html)
08:09:14	112172/112172	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2010%20Sep%202025%2016:57:23%20GMT	https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbY2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKxjPQ.ttf	C:/Users/igame/alpha1/AlphaNULL/fonts.gstatic.com/s/jetbrainsmono/v24/tDbY2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKxjPQ.ttf	(from https://fonts.googleapis.com/css2?family=Inter:wght@400;500;600;700&family=JetBrains+Mono:wght@400;700&display=swap)
08:09:15	112092/112092	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2010%20Sep%202025%2016:57:03%20GMT	https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbY2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8L6tjPQ.ttf	C:/Users/igame/alpha1/AlphaNULL/fonts.gstatic.com/s/jetbrainsmono/v24/tDbY2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8L6tjPQ.ttf	(from https://fonts.googleapis.com/css2?family=Inter:wght@400;500;600;700&family=JetBrains+Mono:wght@400;700&display=swap)
08:09:15	666/666	---MC-	200	added ('OK')	text/css	date:Sun,%2009%20Aug%202026%2005:09:11%20GMT	https://fonts.googleapis.com/css2?family=Orbitron:wght@400;500;700&display=swap	C:/Users/igame/alpha1/AlphaNULL/fonts.googleapis.com/css2722c.css	(from https://alpha1-10be6.web.app/css/alpha-eon.css)
08:09:16	1370/1370	---MC-	200	added ('OK')	text/css	date:Sun,%2009%20Aug%202026%2005:09:11%20GMT	https://fonts.googleapis.com/css2?family=Orbitron:wght@400;500;700;900&family=JetBrains+Mono:wght@400;700&display=swap	C:/Users/igame/alpha1/AlphaNULL/fonts.googleapis.com/css2d810.css	(from https://alpha1-10be6.web.app/alpha1-viz.html)
08:09:17	17752/17752	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Sep%202025%2017:04:41%20GMT	https://fonts.gstatic.com/s/orbitron/v35/yMJMMIlzdpvBhQQL_SC3X9yhF25-T1nyGy6xpg.ttf	C:/Users/igame/alpha1/AlphaNULL/fonts.gstatic.com/s/orbitron/v35/yMJMMIlzdpvBhQQL_SC3X9yhF25-T1nyGy6xpg.ttf	(from https://fonts.googleapis.com/css2?family=Orbitron:wght@400;500;700&display=swap)
08:09:17	17800/17800	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Sep%202025%2017:04:40%20GMT	https://fonts.gstatic.com/s/orbitron/v35/yMJMMIlzdpvBhQQL_SC3X9yhF25-T1nyKS6xpg.ttf	C:/Users/igame/alpha1/AlphaNULL/fonts.gstatic.com/s/orbitron/v35/yMJMMIlzdpvBhQQL_SC3X9yhF25-T1nyKS6xpg.ttf	(from https://fonts.googleapis.com/css2?family=Orbitron:wght@400;500;700&display=swap)
08:09:18	17708/17708	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Sep%202025%2017:04:39%20GMT	https://fonts.gstatic.com/s/orbitron/v35/yMJMMIlzdpvBhQQL_SC3X9yhF25-T1ny_Cmxpg.ttf	C:/Users/igame/alpha1/AlphaNULL/fonts.gstatic.com/s/orbitron/v35/yMJMMIlzdpvBhQQL_SC3X9yhF25-T1ny_Cmxpg.ttf	(from https://fonts.googleapis.com/css2?family=Orbitron:wght@400;500;700&display=swap)
08:09:18	16884/16884	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2004%20Sep%202025%2017:04:41%20GMT	https://fonts.gstatic.com/s/orbitron/v35/yMJMMIlzdpvBhQQL_SC3X9yhF25-T1nysimxpg.ttf	C:/Users/igame/alpha1/AlphaNULL/fonts.gstatic.com/s/orbitron/v35/yMJMMIlzdpvBhQQL_SC3X9yhF25-T1nysimxpg.ttf	(from https://fonts.googleapis.com/css2?family=Orbitron:wght@400;500;700;900&family=JetBrains+Mono:wght@400;700&display=swap)
